scenario,severity,repeat,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_f1_change_vs_clean,seconds
random_missing_timestamps,0.2,17,172930,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2852908689999367
random_missing_timestamps,0.2,18,182930,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.28752169500012315
random_missing_timestamps,0.2,19,192930,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2863415400001941
contiguous_gap,0.05,0,1603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2540590240000711
contiguous_gap,0.05,1,11603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.25153467500012994
contiguous_gap,0.05,2,21603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.26117114799990304
contiguous_gap,0.05,3,31603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2793039900000167
contiguous_gap,0.05,4,41603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2658528629999637
contiguous_gap,0.05,5,51603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.25606943499997215
contiguous_gap,0.05,6,61603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2614955330000157
contiguous_gap,0.05,7,71603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.25064592100011396
contiguous_gap,0.05,8,81603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2563001890000578
contiguous_gap,0.05,9,91603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.26125115800005005
contiguous_gap,0.05,10,101603,0.9555555555555556,0.9031146013649213,0.8957381061152621,0.9561026963974837,-0.0014047570016506583,0.24956696199978978
contiguous_gap,0.05,11,111603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2537151139999878
contiguous_gap,0.05,12,121603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2578997690000051
contiguous_gap,0.05,13,131603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2561021419999179
contiguous_gap,0.05,14,141603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.26333328400005485
contiguous_gap,0.05,15,151603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.257244351999816
contiguous_gap,0.05,16,161603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.25826773199992203
contiguous_gap,0.05,17,171603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.253292809000186
contiguous_gap,0.05,18,181603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.257037124000135
contiguous_gap,0.05,19,191603,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.25280622000013864
contiguous_gap,0.1,0,1653,0.9577777777777777,0.9037985958929651,0.8995112071530538,0.9581684819169608,0.002368344036141057,0.2505428079998637
